stop_id,crime_type,lon,lat
2447,*fight / battery*,-117.07028,32.75826
2447,*fight / battery*,-117.07028,32.75826
2449,*fight / battery*,-117.208534,32.873898
2451,*alcohol*,-117.253426,32.793934
2453,*deadly weapon / terrorize*,-117.09197,32.696804
2455,*fight / battery*,-117.24958,32.796883
2459,*alcohol*,-117.18236,32.69584
2461,*trespassing*,-117.255806,32.7935
2463,*local ordinance violation*,-117.25169,32.797413
2464,*local ordinance violation*,-117.25169,32.797413
2471,*spouse question*,-117.104454,32.74591
2474,*burglary / theft / robbery*,-117.11873,32.696
2475,*fight / battery*,-117.25534,32.796597
2476,*fight / battery*,-117.25534,32.796597
2478,*trespassing*,-117.25534,32.796597
2479,*fight / battery*,-117.25534,32.796597
2479,*fight / battery*,-117.25534,32.796597
2481,*others*,-116.98613,32.567997
2482,*fight / battery*,-117.25534,32.796597
2483,*alcohol*,-117.255806,32.7935
2485,*alcohol*,-117.00978,32.81414
2486,*spouse question*,-117.051865,32.582962
2488,*spouse question*,-117.253525,32.797
2491,*trespassing*,-117.16008,32.714657
2499,*others*,-117.16918,32.71151
2500,*noise*,-117.09991,32.74228
2502,*alcohol*,-117.16015,32.71265
2504,*fight / battery*,-117.16015,32.71265
2509,*others*,-117.16008,32.714657
2510,*alcohol*,-117.253525,32.797
2511,*drugs*,-117.182014,32.742836
2516,*others*,-117.09693,32.696823
2517,*burglary / theft / robbery*,-117.17122,32.76758
2518,*caretaking*,-117.08501,32.70465
2522,*deadly weapon / terrorize*,-117.08895,32.75651
2525,*others*,-117.25534,32.796597
2527,*trespassing*,-117.203026,32.8331
2528,*fight / battery*,-117.09608,32.758053
2528,*fight / battery*,-117.09608,32.758053
2529,*others*,-117.0783,32.75328
2530,*others*,-117.16918,32.71151
2532,*fight / battery*,-117.16918,32.71151
2533,*trespassing*,-117.06875,32.57693
2534,*others*,-117.184845,32.825874
2535,*others*,-117.184845,32.825874
2537,*trespassing*,-117.079445,32.748924
2539,*lodge without consent*,-117.24977,32.76047
2541,*burglary / theft / robbery*,-117.13979,32.70528
2545,*trivial*,-117.14637,32.754208
2547,*burglary / theft / robbery*,-117.13979,32.70528
2553,*vandalism*,-117.13629,32.75033
2560,*burglary / theft / robbery*,-117.14993,32.704037
2563,*trespassing*,-117.1746,32.734417
2568,*burglary / theft / robbery*,-117.15928,32.71685
2569,*drugs*,-117.17386,32.733566
2569,*drugs*,-117.17386,32.733566
2577,*alcohol*,-117.06464,32.57117
2578,*fight / battery*,-117.14215,32.74845
2579,*trivial*,-117.10847,32.697075
2579,*trivial*,-117.10847,32.697075
2579,*trivial*,-117.10847,32.697075
2579,*trivial*,-117.10847,32.697075
2580,*spouse question*,-117.11308,32.75167
2582,*burglary / theft / robbery*,-117.13979,32.70528
2584,*trespassing*,-117.13385,32.75049
2586,*drugs*,-117.155594,32.713726
2587,*burglary / theft / robbery*,-117.114746,32.807415
2594,*burglary / theft / robbery*,-117.114746,32.807415
2602,*lodge without consent*,-117.2514,32.796482
2602,*lodge without consent*,-117.2514,32.796482
2603,*alcohol*,-117.18051,32.74242
2603,*trespassing*,-117.18051,32.74242
2606,*others*,-117.15272,32.708378
2609,*others*,-117.15367,32.711533
2610,*others*,-117.213844,32.754044
2611,*others*,-117.098656,32.729717
2628,*lodge without consent*,-117.13995,32.760857
2635,*lodge without consent*,-117.24928,32.88964
2637,*lodge without consent*,-117.255104,32.790623
2638,*lodge without consent*,-117.25096,32.767776
2638,*lodge without consent*,-117.25096,32.767776
2640,*burglary / theft / robbery*,-117.13979,32.70528
2642,*drugs*,-117.2445,32.792507
2642,*drugs*,-117.2445,32.792507
2646,*alcohol*,-117.10469,32.73638
2651,*spouse question*,-117.15192,32.710545
2653,*drugs*,-117.130165,32.752357
2661,*burglary / theft / robbery*,-117.14374,32.74717
2664,*drugs*,-117.14285,32.739883
2674,*drugs*,-117.25167,32.74925
2676,*drugs*,-117.099754,32.74774
2678,*others*,-117.214676,32.754192
2680,*trespassing*,-117.205925,32.751926
